Kanji	Hanzi	Syllabe	ModeSyl	Mode2Syl	LieuSyl	Label	DansDict	FichierJap	Pinyin	ModePin	Mode2Pin	LieuPin	FichierCh
東	东	tou	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1868.T2.jp.snt	dōng	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0922.T2.ch.snt
京	京	kyou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1868.T2.jp.snt	jīng	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0178.T2.ch.snt
理	理	ri	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1868.T2.jp.snt	lǐ	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0698.T2.ch.snt
科	科	ka	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1868.T2.jp.snt	kē	occlusive	aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0290.T2.ch.snt
大	大	dai	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1868.T2.jp.snt	dà	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1202.T2.ch.snt
学	学	gaku	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1868.T2.jp.snt	xué	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_1122.T2.ch.snt
海	海	kai	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0493.T2.jp.snt	hǎi	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_1212.T2.ch.snt
外	外	gai	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0493.T2.jp.snt	wài	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0738.T2.ch.snt
上	上	a	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1592.T2.jp.snt	shàng	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1106.T2.ch.snt
二	二	ni	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1592.T2.jp.snt	èr	voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0130.T2.ch.snt
十	十	juu	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1592.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0006.T2.ch.snt
四	四	shi	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1592.T2.jp.snt	sì	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0888.T2.ch.snt
逆	逆	gyaku	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1592.T2.jp.snt	nì	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0367.T2.ch.snt
年	年	toshi	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1592.T2.jp.snt	nián	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1119.T2.ch.snt
中	中	chuu	affriquee	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1592.T2.jp.snt	zhōng	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0939.T2.ch.snt
百	百	hyaku	fricative	_	palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1592.T2.jp.snt	bǎi	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0286.T2.ch.snt
二	二	ni	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1592.T2.jp.snt	èr	voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0909.T2.ch.snt
十	十	juu	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1592.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0868.T2.ch.snt
四	四	shi	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1592.T2.jp.snt	sì	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0747.T2.ch.snt
位	位	kurai	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1592.T2.jp.snt	wèi	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_1075.T2.ch.snt
行	行	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1592.T2.jp.snt	xíng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0948.T2.ch.snt
大	大	dai	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2746.T2.jp.snt	dà	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0445.T2.ch.snt
夫	夫	bu	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2746.T2.jp.snt	fū	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0236.T2.ch.snt
家	家	ka	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0042.T2.jp.snt	jiā	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0199.T2.ch.snt
族	族	zoku	affriquee	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0042.T2.jp.snt	zú	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0955.T2.ch.snt
自	自	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3955.T2.jp.snt	zì	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1189.T2.ch.snt
分	分	bun	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3955.T2.jp.snt	fēn	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0622.T2.ch.snt
飛	飞	hi	fricative	_	palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3955.T2.jp.snt	fēi	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0086.T2.ch.snt
行	行	kou	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3955.T2.jp.snt	xíng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0378.T2.ch.snt
機	机	ki	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3955.T2.jp.snt	jī	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0803.T2.ch.snt
好	好	su	fricative	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3955.T2.jp.snt	hǎo	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0905.T2.ch.snt
体	体	tai	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3955.T2.jp.snt	tǐ	occlusive	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1228.T2.ch.snt
験	验	ken	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3955.T2.jp.snt	yàn	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0202.T2.ch.snt
操	操	sou	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3955.T2.jp.snt	cāo	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1218.T2.ch.snt
何	何	nan	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2835.T2.jp.snt	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_1184.T2.ch.snt
度	度	do	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2835.T2.jp.snt	dù	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0400.T2.ch.snt
生	生	u	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2835.T2.jp.snt	shēng	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1111.T2.ch.snt
変	变	ka	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2835.T2.jp.snt	biàn	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0594.T2.ch.snt
手	手	te	occlusive	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2835.T2.jp.snt	shǒu	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0930.T2.ch.snt
愛	爱	me	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2835.T2.jp.snt	ài	voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0800.T2.ch.snt
感	感	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2835.T2.jp.snt	gǎn	occlusive	non_aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0991.T2.ch.snt
新	新	atara	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1264.T2.jp.snt	xīn	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0593.T2.ch.snt
伝	传	den	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1264.T2.jp.snt	chuán	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0406.T2.ch.snt
新	新	atara	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1264.T2.jp.snt	xīn	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0525.T2.ch.snt
買	买	ka	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1264.T2.jp.snt	mǎi	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1032.T2.ch.snt
換	换	ka	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1264.T2.jp.snt	huàn	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_1224.T2.ch.snt
経	经	kei	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1264.T2.jp.snt	jīng	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0324.T2.ch.snt
済	济	zai	affriquee	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1264.T2.jp.snt	jì	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0670.T2.ch.snt
回	回	mawa	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1264.T2.jp.snt	huí	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_1043.T2.ch.snt
前	前	zen	affriquee	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0372.T2.jp.snt	qián	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1125.T2.ch.snt
八	八	hachi	fricative	_	glottale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0372.T2.jp.snt	bā	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_1137.T2.ch.snt
目	目	me	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0372.T2.jp.snt	mù	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0671.T2.ch.snt
真	真	ma	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0372.T2.jp.snt	zhēn	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1125.T2.ch.snt
中	中	naka	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0372.T2.jp.snt	zhōng	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0697.T2.ch.snt
年	年	nen	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0909.T2.jp.snt	nián	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0465.T2.ch.snt
前	前	mae	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0909.T2.jp.snt	qián	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0398.T2.ch.snt
生	生	u	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0909.T2.jp.snt	shēng	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1111.T2.ch.snt
年	年	nen	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0909.T2.jp.snt	nián	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0130.T2.ch.snt
前	前	mae	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0909.T2.jp.snt	qián	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0856.T2.ch.snt
生	生	u	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0909.T2.jp.snt	shēng	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0821.T2.ch.snt
映	映	ei	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0909.T2.jp.snt	yìng	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0566.T2.ch.snt
画	画	ga	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0909.T2.jp.snt	huà	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0245.T2.ch.snt
見	见	mi	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0909.T2.jp.snt	jiàn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0396.T2.ch.snt
時	时	ji	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0909.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0747.T2.ch.snt
間	间	kan	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0909.T2.jp.snt	jiān	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_1175.T2.ch.snt
使	使	tsuka	affriquee	sourde	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_2772.T2.jp.snt	shǐ	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1078.T2.ch.snt
勝	胜	ka	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3160.T2.jp.snt	shèng	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0849.T2.ch.snt
話	话	hanashi	fricative	_	glottale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3160.T2.jp.snt	huà	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_1141.T2.ch.snt
転	转	ten	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3113.T2.jp.snt	zhuǎn	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1002.T2.ch.snt
転	转	ten	occlusive	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3113.T2.jp.snt	zhuǎn	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1002.T2.ch.snt
多	多	oo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3113.T2.jp.snt	duō	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0216.T2.ch.snt
口	口	kuchi	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0109.T2.jp.snt	kǒu	occlusive	aspiree	velaire	../Corpora/MSLT_Datas/MSLT_Dev_CH_0551.T2.ch.snt
千	千	sen	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0928.T2.jp.snt	qiān	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0509.T2.ch.snt
百	百	hyaku	fricative	_	palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0928.T2.jp.snt	bǎi	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0061.T2.ch.snt
円	圆	en	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0928.T2.jp.snt	yuán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0100.T2.ch.snt
何	何	nani	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2000.T2.jp.snt	hé	fricative	sourde	velaire	../Corpora/MSLT_Datas/MSLT_Test_CH_0805.T2.ch.snt
専	专	sen	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2000.T2.jp.snt	zhuān	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0580.T2.ch.snt
金	金	kin	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2052.T2.jp.snt	jīn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0771.T2.ch.snt
魚	鱼	gyo	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2052.T2.jp.snt	yú	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_1120.T2.ch.snt
今	今	ima	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2968.T2.jp.snt	jīn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_1278.T2.ch.snt
三	三	san	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2968.T2.jp.snt	sān	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0476.T2.ch.snt
十	十	juu	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2968.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0904.T2.ch.snt
一	一	ichi	voyelle	_	_	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2968.T2.jp.snt	yī	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Dev_CH_0170.T2.ch.snt
分	分	bu	occlusive	sonore	bilabiale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_2968.T2.jp.snt	fēn	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0760.T2.ch.snt
新	新	atara	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1712.T2.jp.snt	xīn	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_1217.T2.ch.snt
曲	曲	kyoku	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1712.T2.jp.snt	qū	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0237.T2.ch.snt
将	将	shou	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1855.T2.jp.snt	jiāng	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0237.T2.ch.snt
来	来	rai	battue	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1855.T2.jp.snt	lái	laterale	_	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0529.T2.ch.snt
思	思	omo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1855.T2.jp.snt	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1232.T2.ch.snt
似	似	ni	nasale	_	alveolaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3560.T2.jp.snt	shì	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0929.T2.ch.snt
辺	边	hen	fricative	_	glottale	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3560.T2.jp.snt	biān	occlusive	non_aspiree	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0981.T2.ch.snt
四	四	yo	spirant	_	palatal	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1808.T2.jp.snt	sì	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0286.T2.ch.snt
分	分	wa	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1808.T2.jp.snt	fēn	fricative	sourde	labio-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0095.T2.ch.snt
人	人	nin	nasale	_	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0975.T2.jp.snt	rén	fricative	sonore	retroflexe	../Corpora/MSLT_Datas/MSLT_Dev_CH_1011.T2.ch.snt
間	间	gen	occlusive	sonore	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0975.T2.jp.snt	jiān	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_1028.T2.ch.snt
言	言	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0975.T2.jp.snt	yán	semi_voyelle	_	_	../Corpora/MSLT_Datas/MSLT_Test_CH_0551.T2.ch.snt
三	三	san	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0975.T2.jp.snt	sān	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0440.T2.ch.snt
四	四	shi	fricative	sourde	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0975.T2.jp.snt	sì	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0072.T2.ch.snt
十	十	juu	affriquee	sonore	alveolo-palatale	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0975.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0013.T2.ch.snt
代	代	dai	occlusive	sonore	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_0975.T2.jp.snt	dài	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0067.T2.ch.snt
母	母	kaa	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_0542.T2.jp.snt	mǔ	nasale	_	bilabiale	../Corpora/MSLT_Datas/MSLT_Test_CH_0417.T2.ch.snt
店	店	mise	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1485.T2.jp.snt	diàn	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0275.T2.ch.snt
行	行	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1431.T2.jp.snt	xíng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0061.T2.ch.snt
色	色	iro	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Dev_JP_1431.T2.jp.snt	sè	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0154.T2.ch.snt
気	气	ki	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1848.T2.jp.snt	qì	affriquee	aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1138.T2.ch.snt
持	持	mo	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1848.T2.jp.snt	chí	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_0854.T2.ch.snt
今	今	ima	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3054.T2.jp.snt	jīn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0566.T2.ch.snt
最	最	sai	fricative	sourde	alveolaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3054.T2.jp.snt	zuì	affriquee	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Test_CH_1273.T2.ch.snt
近	近	kin	occlusive	sourde	velaire	1	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3054.T2.jp.snt	jìn	affriquee	non_aspiree	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0592.T2.ch.snt
石	石	ishi	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3054.T2.jp.snt	shí	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0327.T2.ch.snt
川	川	kawa	occlusive	sourde	velaire	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3054.T2.jp.snt	chuān	affriquee	aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0529.T2.ch.snt
行	行	i	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3054.T2.jp.snt	xíng	fricative	sourde	palatale	../Corpora/MSLT_Datas/MSLT_Test_CH_0456.T2.ch.snt
思	思	omo	voyelle	_	_	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_3054.T2.jp.snt	sī	fricative	sourde	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_0441.T2.ch.snt
待	待	ma	nasale	_	bilabiale	0	1	../Corpora/MSLT_Datas/MSLT_Test_JP_1480.T2.jp.snt	dài	occlusive	non_aspiree	dentale/alveo-dentale	../Corpora/MSLT_Datas/MSLT_Dev_CH_1052.T2.ch.snt
